acc_e,acc_b
0.5075785319010416,0.50018310546875
0.5426534016927083,0.5387369791666667
0.6467946370442708,0.6476084391276042
0.6719512939453125,0.681427001953125
0.6828867594401042,0.700958251953125
0.6867421468098958,0.7156270345052084
0.6930135091145833,0.7329813639322917
0.6907501220703125,0.7427419026692709
0.6886545817057291,0.7507120768229166
0.6843668619791667,0.7539265950520834
0.683135986328125,0.76458740234375
0.6838887532552083,0.7732289632161458
0.6841074625651042,0.7805277506510417
0.6818339029947917,0.7872670491536459
0.679931640625,0.7901713053385416
0.6787363688151042,0.7956746419270833
0.6743927001953125,0.7993977864583334
0.672760009765625,0.8039449055989583
0.6726633707682292,0.8063913981119791
0.6683909098307292,0.8095143636067708
0.6652475992838542,0.8121846516927083
0.6496785481770834,0.8105010986328125
0.65814208984375,0.8152516682942709
0.6558380126953125,0.8172810872395833
0.653228759765625,0.8203481038411458
0.6519114176432292,0.8229115804036458
0.6496480305989583,0.8248647054036458
0.648468017578125,0.8276519775390625
0.6484120686848958,0.8318532307942708
0.6501261393229167,0.8365071614583333
0.6489206949869792,0.8384246826171875
0.6515655517578125,0.8423207600911458
0.6498565673828125,0.8424784342447917
0.6222330729166667,0.8447774251302084
0.6345113118489583,0.8477274576822916
0.6442362467447916,0.84765625
0.6446634928385416,0.8557535807291667
0.6410166422526041,0.8575998942057292
0.6491495768229167,0.8592274983723958
0.6456298828125,0.8626963297526041
0.6461029052734375,0.8611297607421875
0.6457875569661459,0.8639577229817708
0.6460927327473958,0.8647410074869791
0.6442006429036459,0.8666330973307292
0.6372019449869792,0.8659871419270833
0.6225179036458333,0.8618062337239583
0.6397806803385416,0.8682759602864583
0.6264088948567709,0.8683827718098958
0.6377003987630208,0.8694407145182291
0.6356862386067708,0.8704579671223958
0.6325327555338542,0.871978759765625
0.6326243082682291,0.8713328043619792
0.6286875406901042,0.8728078206380208
0.6286468505859375,0.8737233479817709
0.6285909016927083,0.8733927408854167
0.6268056233723959,0.8750203450520833
0.624420166015625,0.8758341471354167
0.6221059163411458,0.8777211507161458
0.6230824788411459,0.8778432210286459
0.6206766764322916,0.87615966796875
0.61956787109375,0.8775889078776042
0.622589111328125,0.8784840901692708
0.6204477945963542,0.880218505859375
0.6213226318359375,0.8823293050130209
0.6249491373697917,0.8845469156901042
0.6261545817057291,0.8845163981119791
0.6150563557942708,0.8833516438802083
0.619659423828125,0.8875579833984375
0.6297607421875,0.8867746988932292
0.6178843180338542,0.8931427001953125
0.62139892578125,0.8914337158203125
0.6275227864583333,0.8931833902994791
0.6202494303385417,0.8970540364583334
0.6184895833333334,0.8947041829427083
0.6232706705729167,0.895263671875
0.6178639729817708,0.8988189697265625
0.6175333658854167,0.8954060872395834
0.6225738525390625,0.8974253336588542
0.6181793212890625,0.8980051676432292
0.612213134765625,0.8974609375
0.619384765625,0.8967437744140625
0.6196238199869791,0.8985188802083333
0.6165364583333334,0.8993428548177083
0.6128692626953125,0.9011637369791667
0.6162923177083333,0.9005381266276042
0.6148529052734375,0.9017283121744792
0.6108194986979167,0.9008534749348959
0.6128082275390625,0.9011688232421875
0.6113484700520834,0.9014383951822917
0.6103922526041666,0.9024505615234375
0.6090647379557292,0.9027353922526042
0.6090647379557292,0.9028167724609375
0.607086181640625,0.9031270345052084
0.608978271484375,0.9046579996744791
0.6082661946614583,0.9045511881510416
0.6071828206380209,0.90435791015625
0.6075795491536458,0.904937744140625
0.6074778238932292,0.9050801595052083
0.6066233317057291,0.90557861328125
0.6052500406901042,0.9045257568359375
0.6016947428385416,0.9048868815104166
0.6003163655598959,0.9037729899088541
0.6008961995442708,0.9038289388020833
0.6012674967447917,0.9051615397135417
0.5997517903645833,0.9031219482421875
0.5987294514973958,0.9052836100260416
0.6002655029296875,0.9044342041015625
0.59918212890625,0.9050394694010417
0.5997873942057292,0.9062398274739583
0.5984649658203125,0.9063669840494792
0.59759521484375,0.9063975016276041
0.5984344482421875,0.9062754313151041
0.597503662109375,0.9083658854166667
0.5976918538411458,0.9060770670572917
0.594451904296875,0.9074808756510417
0.5965779622395833,0.9081827799479166
0.5973561604817709,0.9073232014973958
0.5971832275390625,0.9081217447916667
0.5965372721354167,0.9080708821614583
0.5966288248697916,0.9091746012369792
0.5978139241536458,0.909698486328125
0.5972493489583334,0.908966064453125
0.5940653483072917,0.9090830485026041
0.5938873291015625,0.9083150227864583
0.5946909586588542,0.9094085693359375
0.5930226643880208,0.9100138346354167
0.5931803385416667,0.9095306396484375
0.5947062174479167,0.9107004801432291
0.5934193929036459,0.9120686848958333
0.594818115234375,0.911163330078125
0.5947062174479167,0.9132080078125
0.5960642496744792,0.9160664876302083
0.5977579752604167,0.9179585774739583
0.5975290934244792,0.9190826416015625
0.5980224609375,0.9219512939453125
0.59808349609375,0.9232381184895834
0.599273681640625,0.9248860677083333
0.5958811442057291,0.9243621826171875
0.5965372721354166,0.9256235758463541
0.5988820393880208,0.92529296875
0.5972137451171875,0.9253896077473958
0.59625244140625,0.9269460042317708
0.5957539876302084,0.9269612630208333
0.5952809651692708,0.9267171223958334
0.5948588053385416,0.9266510009765625
0.5928446451822917,0.9275258382161458
0.591400146484375,0.9288177490234375
0.5913950602213542,0.9275919596354167
0.5923105875651042,0.9281717936197917
0.5912424723307292,0.9278462727864583
0.589019775390625,0.9294586181640625
0.5896708170572917,0.9284311930338542
0.5909322102864583,0.9300181070963542
0.588226318359375,0.9305419921875
0.5874481201171875,0.9298960367838541
0.5894266764322917,0.929473876953125
0.58660888671875,0.9307759602864583
0.5873463948567709,0.9293467203776042
0.5881601969401042,0.9298044840494792
0.5858408610026041,0.9302164713541667
0.5850372314453125,0.9305470784505209
0.583343505859375,0.9300587972005208
0.5874684651692709,0.9303639729817709
0.5856119791666667,0.9318389892578125
0.5853474934895834,0.9314473470052084
0.5832722981770833,0.9323628743489583
0.5850168863932292,0.9302876790364583
0.5841827392578125,0.9318898518880208
0.5822041829427084,0.9330393473307291
0.5849558512369792,0.9327952067057292
0.5835113525390625,0.9327392578125
0.584075927734375,0.9320729573567708
0.584625244140625,0.9331105550130209
0.5828450520833333,0.9325815836588541
0.5822397867838542,0.9319254557291666
0.5816853841145833,0.9326019287109375
0.580352783203125,0.9341176350911459
0.5821787516276042,0.9341888427734375
0.581298828125,0.9330291748046875
0.5779317220052083,0.9318288167317709
0.57958984375,0.93341064453125
0.5815022786458333,0.9324849446614583
0.5805867513020833,0.9329020182291667
0.5790812174479166,0.9330596923828125
0.5793558756510416,0.93182373046875
0.5789947509765625,0.9325714111328125
0.5795491536458333,0.9324442545572917
0.5782114664713541,0.9327850341796875
0.5772959391276042,0.934112548828125
0.5776163736979167,0.9323323567708334
0.5790354410807292,0.9326883951822917
0.57611083984375,0.9339141845703125
0.5777130126953125,0.9341684977213542
0.5784098307291666,0.934478759765625
0.575836181640625,0.9348042805989583
0.575714111328125,0.9330037434895833
0.5754038492838541,0.9336039225260417
0.5743764241536459,0.9332427978515625
0.574981689453125,0.9343109130859375
0.5749715169270833,0.9353078206380209
0.5757242838541666,0.9346720377604166
0.575927734375,0.9346415201822916
0.5734659830729167,0.9344278971354166
0.5734608968098958,0.93597412109375
0.5736948649088542,0.9339701334635417
0.5726826985677083,0.933837890625
0.5740915934244792,0.933807373046875
0.574188232421875,0.9340769449869791
0.5750935872395833,0.9358571370442709
0.5724080403645833,0.9362843831380209
0.5731150309244792,0.9338429768880208
0.5719858805338542,0.9337921142578125
0.5710500081380209,0.9333546956380208
0.5715230305989583,0.9338277180989583
0.5740763346354167,0.9354248046875
0.5719807942708334,0.9349517822265625
0.5703277587890625,0.9343058268229167
0.5725250244140625,0.9347737630208333
0.5713755289713542,0.9353790283203125
0.5708516438802084,0.9352925618489584
0.5707448323567708,0.9351450602213542
0.5694122314453125,0.9348297119140625
0.5691426595052083,0.934326171875
0.5702565511067709,0.9355010986328125
0.5682220458984375,0.9354400634765625
0.5704091389973959,0.935150146484375
0.569976806640625,0.9347076416015625
0.5700581868489584,0.935546875
0.5696767171223958,0.93377685546875
0.5714009602864584,0.9350941975911458
0.5702463785807291,0.9365793863932292
0.5688018798828125,0.9357961018880208
0.5679677327473959,0.9337310791015625
0.5680185953776041,0.9354298909505209
0.569183349609375,0.9366709391276042
0.569854736328125,0.9366505940755209
0.568511962890625,0.9361826578776041
0.5669453938802083,0.9370320638020833
0.56787109375,0.9365285237630208
0.5662485758463541,0.9357859293619792
0.5680948893229167,0.9359690348307292
0.56768798828125,0.936248779296875
0.5654805501302084,0.9361419677734375
0.5701141357421875,0.9361063639322916
0.5667724609375,0.9362335205078125
0.567291259765625,0.9368184407552083
0.5682525634765625,0.9368082682291667
0.5663350423177083,0.9366200764973958
0.56695556640625,0.9361673990885417
0.5649312337239583,0.9348551432291667
0.5661265055338542,0.9347076416015625
0.5669453938802084,0.9359029134114583
0.5652720133463542,0.9351094563802083
0.564453125,0.9355977376302083
0.5650126139322917,0.9356333414713542
0.5648854573567709,0.9366200764973958
0.5658213297526042,0.9362742106119792
0.5643768310546875,0.9369049072265625
0.5660044352213542,0.9353790283203125
0.5677541097005208,0.9374949137369792
0.5635528564453125,0.9364573160807292
0.567169189453125,0.936492919921875
0.5655873616536458,0.93768310546875
0.5624440511067708,0.9370320638020833
0.5640157063802084,0.9350179036458334
0.5665740966796875,0.93548583984375
0.5649922688802083,0.9364166259765625
0.5657399495442709,0.93768310546875
0.5657094319661459,0.9363047281901042
0.5622100830078125,0.9370778401692708
0.5651702880859375,0.9366048177083334
0.5641326904296875,0.9369455973307291
0.5640360514322917,0.9363861083984375
0.5644582112630208,0.9375864664713542
0.5657958984375,0.9362386067708333
0.5620524088541666,0.9357147216796875
0.5621999104817708,0.9369099934895833
0.56146240234375,0.9374593098958333
0.5630442301432291,0.9373219807942708
0.5653889973958334,0.9368642171223959
0.5620625813802083,0.9366200764973958
0.561920166015625,0.9371134440104166
0.5614573160807292,0.9372151692708334
0.5623931884765625,0.9358113606770833
0.5617574055989583,0.9364471435546875
0.5639495849609375,0.936187744140625
0.563140869140625,0.9366099039713542
0.5633290608723958,0.9362996419270833
0.5648142496744792,0.9376373291015625
0.5630900065104166,0.9370320638020833
0.5636037190755209,0.9376475016276042
0.5612691243489583,0.9371134440104166
0.5619608561197917,0.9374033610026042
0.5625712076822917,0.937286376953125
0.5638071695963542,0.9373067220052084
0.5617421468098958,0.9364115397135416
0.560791015625,0.9366200764973958
0.5616607666015625,0.9353434244791667
0.5625712076822917,0.9355926513671875
0.5606689453125,0.9380238850911458
0.5606740315755209,0.9357655843098958
0.5619710286458333,0.9370168050130208
0.5598347981770833,0.9376576741536459
0.5601704915364584,0.9364013671875
0.5629323323567708,0.9366099039713542
0.5623423258463542,0.9375762939453125
0.5609792073567709,0.9369354248046875
0.5601959228515625,0.9375152587890625
0.5602874755859375,0.9368642171223959
0.5612080891927083,0.9378611246744792
0.5605824788411458,0.9376169840494792
0.5600636800130208,0.9369557698567708
0.5602620442708333,0.9359893798828125
0.5611775716145833,0.9361775716145834
0.5599263509114583,0.9369405110677083
0.5585225423177083,0.9363454182942708
0.561248779296875,0.937408447265625
0.5599772135416667,0.9370066324869791
0.5584208170572916,0.9372965494791667
0.5596059163411458,0.93792724609375
0.5588175455729166,0.9370473225911459
0.5590260823567708,0.9365132649739583
0.559234619140625,0.9369099934895833
0.5594380696614583,0.9378865559895833
0.5566304524739583,0.9359283447265625
0.5604909261067708,0.9367116292317709
0.5600382486979166,0.9370981852213542
0.5585734049479167,0.9375508626302083
0.5588328043619791,0.938201904296875
0.5573933919270833,0.937469482421875
0.5586751302083333,0.9377339680989583
0.5585479736328125,0.9373575846354167
0.5582834879557292,0.9374338785807292
0.5587819417317708,0.9374847412109375
0.5600687662760416,0.9376932779947917
0.5592295328776042,0.9359639485677083
0.55859375,0.93707275390625
0.5583089192708333,0.9378255208333334
0.5578765869140625,0.9387868245442708
0.5584055582682291,0.9379170735677084
0.558135986328125,0.9364725748697917
0.5572560628255209,0.9359639485677083
0.5588633219401041,0.9368133544921875
0.5589040120442709,0.938232421875
0.5573577880859375,0.9365743001302084
0.5566050211588542,0.9374237060546875
0.5568084716796875,0.9361216227213541
0.5579630533854167,0.9386342366536458
0.5595499674479166,0.9380645751953125
0.556060791015625,0.9370625813802083
0.5560963948567709,0.9370778401692708
0.5555419921875,0.9371134440104167
0.5561930338541667,0.938201904296875
0.5566355387369792,0.9375101725260417
0.5571543375651042,0.9372965494791667
0.5588277180989583,0.9384256998697917
0.5568593343098959,0.9373931884765625
0.55621337890625,0.9367777506510417
0.5580902099609375,0.937957763671875
0.5565032958984375,0.9371795654296875
0.5593058268229167,0.9375457763671875
0.5572509765625,0.9381256103515625
0.5564473470052084,0.9368133544921875
0.5556233723958334,0.9386850992838541
0.5574188232421875,0.9365692138671875
0.5565592447916667,0.9382273356119791
0.5539703369140625,0.9380747477213542
0.5558573404947917,0.9372456868489583
0.5571441650390625,0.9383036295572916
0.5563456217447917,0.9368743896484375
0.555450439453125,0.9371388753255208
0.5542348225911458,0.9369252522786458
0.5570933024088542,0.9384511311848958
0.5546366373697917,0.9376322428385417
0.5562082926432292,0.9391988118489583
0.5562082926432292,0.9379425048828125
0.5558369954427083,0.9386342366536458
0.5563252766927084,0.9377288818359375
0.5563608805338542,0.9365030924479167
0.5577189127604167,0.9376424153645834
0.5549825032552083,0.9368082682291666
0.555938720703125,0.9375101725260417
0.5570475260416667,0.9365743001302083
0.5562489827473959,0.9369405110677083
0.5529734293619792,0.9363505045572916
0.5551249186197917,0.9375813802083333
0.5550537109375,0.937408447265625
0.5558420817057291,0.9379170735677083
0.5547231038411459,0.9370524088541666
0.5556742350260416,0.9370371500651042
0.5560963948567709,0.9377695719401041
0.5557607014973959,0.9371846516927084
0.556427001953125,0.9369252522786459
0.556243896484375,0.9371592203776042
0.5552266438802083,0.9371999104817708
0.5557607014973958,0.9363505045572917
0.5548655192057292,0.9388427734375
0.5555623372395833,0.9384969075520833
0.555511474609375,0.9367726643880208
0.5552571614583333,0.9369608561197917
0.55523681640625,0.9380391438802083
